employee_id,emp_name,email,phone_number,hire_date,job_id,salary,commission_pct,manager_name,department_id,country_id
143,"Randall Matos",rmatos@oriondata.com,650-121-2874,7/30/1987,ST_CLERK,2600,0,"Michael Johnson",50,MX
144,"Peter Vargas",pvargas@oriondata.com,650-121-2004,7/31/1987,ST_CLERK,2500,0,"Michael Johnson",50,ZM
145,"John Russell",jrussel@oriondata.com,011-44-1344-429268,8/1/1987,SA_MAN,14000,0,"Sophia Martinez",80,AR
146,"Karen Partners",kpartner@oriondata.com,011-44-1344-467268,8/2/1987,SA_MAN,13500,0,"Sophia Martinez",80,BE
147,"Alberto Errazuriz",aerrazur@oriondata.com,011-44-1344-429278,8/3/1987,SA_MAN,12000,0,"Sophia Martinez",80,NL
148,"Gerald Cambrault",gcambrau@oriondata.com,011-44-1344-619268,8/4/1987,SA_MAN,11000,0,"Sophia Martinez",80,BE
149,"Eleni Zlotkey",ezlotkey@oriondata.com,011-44-1344-429018,8/5/1987,SA_MAN,10500,0,"Sophia Martinez",80,BR
150,"Peter Tucker",ptucker@oriondata.com,011-44-1344-129268,8/6/1987,SA_REP,10000,0,"Sophia Martinez",80,NG
151,"David Bernstein",dbernste@oriondata.com,011-44-1344-345268,8/7/1987,SA_REP,9500,0,"Sophia Martinez",80,US
152,"Peter Hall",phall@oriondata.com,011-44-1344-478968,8/8/1987,SA_REP,9000,0,"Sophia Martinez",80,CN
153,"Christopher Olsen",colsen@oriondata.com,011-44-1344-498718,8/9/1987,SA_REP,8000,0,"Sophia Martinez",80,MX
154,"Nanette Cambrault",ncambrau@oriondata.com,011-44-1344-987668,8/10/1987,SA_REP,7500,0,"Sophia Martinez",80,JP
155,"Oliver Tuvault",otuvault@oriondata.com,011-44-1344-486508,8/11/1987,SA_REP,7000,0,"Sophia Martinez",80,IL
156,"Janette King",jking@oriondata.com,011-44-1345-429268,8/12/1987,SA_REP,10000,0,"Sophia Martinez",80,CH
157,"Patrick Sully",psully@oriondata.com,011-44-1345-929268,8/13/1987,SA_REP,9500,0,"Sophia Martinez",80,BR
158,"Allan McEwen",amcewen@oriondata.com,011-44-1345-829268,8/14/1987,SA_REP,9000,0,"Sophia Martinez",80,ZW
159,"Lindsey Smith",lsmith@oriondata.com,011-44-1345-729268,8/15/1987,SA_REP,8000,0,"Sophia Martinez",80,IT
160,"Louise Doran",ldoran@oriondata.com,011-44-1345-629268,8/16/1987,SA_REP,7500,0,"Sophia Martinez",80,SG
161,"Sarath Sewall",ssewall@oriondata.com,011-44-1345-529268,8/17/1987,SA_REP,7000,0,"Sophia Martinez",80,EG
162,"Clara Vishney",cvishney@oriondata.com,011-44-1346-129268,8/18/1987,SA_REP,10500,0,"Sophia Martinez",80,US
163,"Danielle Greene",dgreene@oriondata.com,011-44-1346-229268,8/19/1987,SA_REP,9500,0,"Sophia Martinez",80,AR
164,"Mattea Marvins",mmarvins@oriondata.com,011-44-1346-329268,8/20/1987,SA_REP,7200,0,"Sophia Martinez",80,CH
165,"David Lee",dlee@oriondata.com,011-44-1346-529268,8/21/1987,SA_REP,6800,0,"Sophia Martinez",80,DK
166,"Sundar Ande",sande@oriondata.com,011-44-1346-629268,8/22/1987,SA_REP,6400,0,"Sophia Martinez",80,IL
167,"Amit Banda",abanda@oriondata.com,011-44-1346-729268,8/23/1987,SA_REP,6200,0,"Sophia Martinez",80,KW
168,"Lisa Ozer",lozer@oriondata.com,011-44-1343-929268,8/24/1987,SA_REP,11500,0,"Sophia Martinez",80,AR
169,"Harrison Bloom",hbloom@oriondata.com,011-44-1343-829268,8/25/1987,SA_REP,10000,0,"Sophia Martinez",80,AU
170,"Tayler Fox",tfox@oriondata.com,011-44-1343-729268,8/26/1987,SA_REP,9600,0,"Sophia Martinez",80,HK
171,"William Smith",wsmith@oriondata.com,011-44-1343-629268,8/27/1987,SA_REP,7400,0,"Sophia Martinez",80,IT
172,"Elizabeth Bates",ebates@oriondata.com,011-44-1343-529268,8/28/1987,SA_REP,7300,0,"Sophia Martinez",80,EG
173,"Sundita Kumar",skumar@oriondata.com,011-44-1343-329268,8/29/1987,SA_REP,6100,0,"Sophia Martinez",80,CA
174,"Ellen Abel",eabel@oriondata.com,011-44-1644-429267,8/30/1987,SA_REP,11000,0,"Sophia Martinez",80,IL
175,"Alyssa Hutton",ahutton@oriondata.com,011-44-1644-429266,8/31/1987,SA_REP,8800,0,"Sophia Martinez",80,IL
176,"Jonathon Taylor",jtaylor@oriondata.com,011-44-1644-429265,9/1/1987,SA_REP,8600,0,"Sophia Martinez",80,AR
177,"Jack Livingston",jlivings@oriondata.com,011-44-1644-429264,9/2/1987,SA_REP,8400,0,"Sophia Martinez",80,CN
178,"Kimberely Grant",kgrant@oriondata.com,011-44-1644-429263,9/3/1987,SA_REP,7000,0,"James O’Connor",0,ZM
179,"Charles Johnson",cjohnson@oriondata.com,011-44-1644-429262,9/4/1987,SA_REP,6200,0,"Sophia Martinez",80,IT
180,"Winston Taylor",wtaylor@oriondata.com,650-507-9876,9/5/1987,SH_CLERK,3200,0,"Michael Johnson",50,CN
181,"Jean Fleaur",jfleaur@oriondata.com,650-507-9877,9/6/1987,SH_CLERK,3100,0,"Michael Johnson",50,DK
182,"Martha Sullivan",msulliva@oriondata.com,650-507-9878,9/7/1987,SH_CLERK,2500,0,"Michael Johnson",50,KW
183,"Girard Geoni",ggeoni@oriondata.com,650-507-9879,9/8/1987,SH_CLERK,2800,0,"Michael Johnson",50,JP
184,"Nandita Sarchand",nsarchan@oriondata.com,650-509-1876,9/9/1987,SH_CLERK,4200,0,"Michael Johnson",50,CH
185,"Alexis Bull",abull@oriondata.com,650-509-2876,9/10/1987,SH_CLERK,4100,0,"Michael Johnson",50,EG
186,"Julia Dellinger",jdelling@oriondata.com,650-509-3876,9/11/1987,SH_CLERK,3400,0,"Michael Johnson",50,CA
187,"Anthony Cabrio",acabrio@oriondata.com,650-509-4876,9/12/1987,SH_CLERK,3000,0,"Michael Johnson",50,EG
188,"Kelly Chung",kchung@oriondata.com,650-505-1876,9/13/1987,SH_CLERK,3800,0,"Michael Johnson",50,JP
189,"Jennifer Dilly",jdilly@oriondata.com,650-505-2876,9/14/1987,SH_CLERK,3600,0,"Michael Johnson",50,BR
190,"Timothy Gates",tgates@oriondata.com,650-505-3876,9/15/1987,SH_CLERK,2900,0,"Michael Johnson",50,BR
191,"Randall Perkins",rperkins@oriondata.com,650-505-4876,9/16/1987,SH_CLERK,2500,0,"Michael Johnson",50,KW
192,"Sarah Bell",sbell@oriondata.com,650-501-1876,9/17/1987,SH_CLERK,4000,0,"Michael Johnson",50,SG
193,"Britney Everett",beverett@oriondata.com,650-501-2876,9/18/1987,SH_CLERK,3900,0,"Michael Johnson",50,US
194,"Samuel McCain",smccain@oriondata.com,650-501-3876,9/19/1987,SH_CLERK,3200,0,"Michael Johnson",50,BR
195,"Vance Jones",vjones@oriondata.com,650-501-4876,9/20/1987,SH_CLERK,2800,0,"Michael Johnson",50,CH
196,"Alana Walsh",awalsh@oriondata.com,650-507-9811,9/21/1987,SH_CLERK,3100,0,"Michael Johnson",50,KW
197,"Kevin Feeney",kfeeney@oriondata.com,650-507-9822,9/22/1987,SH_CLERK,3000,0,"Michael Johnson",50,CH
198,"Donald OConnell",doconnel@oriondata.com,650-507-9833,9/23/1987,SH_CLERK,2600,0,"Michael Johnson",50,BE
199,"Douglas Grant",dgrant@oriondata.com,650-507-9844,9/24/1987,SH_CLERK,2600,0,"Michael Johnson",50,CN
200,"Jennifer Whalen",jwhalen@oriondata.com,515-123-4444,9/25/1987,AD_ASST,4400,0,"Fatima Suleiman",10,AU
201,"Michael Hartstein",mhartste@oriondata.com,515-123-5555,9/26/1987,MK_MAN,13000,0,"Robert Steinberg",20,IT
202,"Pat Fay",pfay@oriondata.com,603-123-6666,9/27/1987,MK_REP,6000,0,"Robert Steinberg",20,IT
203,"Susan Mavris",smavris@oriondata.com,515-123-7777,9/28/1987,HR_REP,6500,0,"Linda Kapoor",40,BE
204,"Hermann Baer",hbaer@oriondata.com,515-123-8888,9/29/1987,PR_REP,10000,0,"Ethan Williams",70,DE
205,"Shelley Higgins",shiggins@oriondata.com,515-123-8080,9/30/1987,AC_MGR,12000,0,"Grace Thompson",110,IL
206,"William Gietz",wgietz@oriondata.com,515-123-8181,10/1/1987,AC_ACCOUNT,8300,0,"Grace Thompson",110,BR
